work_orders,section_names,status,working_hours,priority
FA2303120069,M,0,1.0,2288
FA2303130390,G,0,1.0,2289
FA2301030053,EP,0,0.5,2290
FA2302050116,G,0,1.5,2291
FA2302050124,ES,0,8.0,2292
FA2302050126,ES,0,8.0,2293
FA2302050128,M,0,0.5,2294
FA2302050129,M,0,0.5,2295
FA2302050130,M,0,0.5,2296
FA2302050287,ES,0,8.0,2297
FA2302050288,ES,0,8.0,2298
FA2302190205,CNC,0,23.0,2299
FA2302190206,CNC,0,23.0,2300
FA2303050022,WE,0,3.0,2301
FA2301030053,WE,0,3.0,2302
FA2302050124,M,0,0.7,2303
FA2302050126,M,0,0.7,2304
FA2302050128,G,0,0.3,2305
FA2302050129,G,0,0.3,2306
FA2302050130,G,0,0.3,2307
FA2302050287,M,0,0.5,2308
FA2302050288,M,0,0.5,2309
FA2302170109,M,0,2.0,2310
FA2302190115,EP,0,0.5,2311
FA2302190205,GP,0,3.0,2312
FA2302190206,GP,0,3.0,2313
FA2303050022,ES,0,8.0,2314
FA2301030053,ES,0,8.0,2315
FA2302050122,ES,0,10.0,2316
FA2302050124,G,0,0.5,2317
FA2302050126,G,0,0.5,2318
FA2302190115,WE,0,10.0,2319
FA2302190205,CNC,0,11.0,2320
FA2302190206,CNC,0,11.0,2321
FA2303050022,M,0,0.5,2322
FA2302050122,M,0,0.8,2323
FA2302190115,ES,0,68.0,2324
FA2302190205,EP,0,3.0,2325
FA2302190206,EP,0,3.0,2326
FA2303050022,G,0,0.5,2327
FA2302050122,G,0,0.5,2328
FA2302190115,M,0,0.5,2329
FA2302190205,WE,0,35.0,2330
FA2302190206,WE,0,35.0,2331
FA2302190205,CNC,0,27.0,2332
FA2302190206,CNC,0,27.0,2333
FA2302190205,P,0,1.0,2334
FA2302190206,P,0,1.0,2335
FA2302190205,ES,0,68.0,2336
FA2302190206,ES,0,68.0,2337
FA2303130392,ES,0,2.0,2338
FA2303130443,CNC,0,3.0,2339
FA2302250106,WE,0,1.0,2340
FA2302250108,CNC,0,1.5,2341
FA2302250109,CNC,0,1.5,2342
FA2303090024,ES,0,2.5,2343
FA2303090025,ES,0,2.5,2344
FA2303090026,ES,0,2.0,2345
FA2303090079,G,0,0.5,2346
FA2303090080,ES,0,1.5,2347
FA2303090081,ES,0,2.5,2348
FA2303090084,CNC,0,1.5,2349
FA2303090085,CNC,0,1.5,2350
FA2303090086,CNC,0,2.0,2351
FA2303090087,CNC,0,1.5,2352
FA2303090089,CNC,0,1.5,2353
FA2303100015,CNC,0,2.0,2354
FA2303100071,CNC,0,1.8,2355
FA2303100072,CNC,0,2.8,2356
FA2303100073,ES,0,3.5,2357
FA2303100074,ES,0,2.0,2358
FA2303100076,G,0,0.6,2359
FA2303100077,G,0,1.0,2360
FA2303100110,CNC,0,4.0,2361
FA2303100111,ES,0,3.0,2362
FA2303100112,G,0,0.6,2363
FA2303100113,G,0,0.6,2364
FA2303100114,CNC,0,3.0,2365
FA2303100115,ES,0,2.5,2366
FA2303100116,ES,0,3.5,2367
FA2303100118,ES,0,3.0,2368
FA2303100119,BD,0,1.5,2369
FA2303100120,BD,0,1.5,2370
FA2303100121,BD,0,1.5,2371
FA2303100122,BD,0,1.5,2372
FA2303110089,GP,0,2.0,2373
FA2303120009,CNC,0,2.5,2374
FA2303120011,ES,0,2.0,2375
FA2303120013,CNC,0,1.8,2376
FA2303120014,G,0,1.5,2377
FA2303120063,M,0,1.0,2378
FA2303120070,M,0,2.5,2379
FA2303130393,ES,0,6.0,2380
FA2303130410,G,0,8.0,2381
FA2303130478,G,0,0.8,2382
FA2302190090,H,0,72.0,2383
FA2302200380,GP,0,2.5,2384
FA2302200464,GP,0,2.5,2385
FA2302250106,CNC,0,1.5,2386
FA2302250107,CNC,0,1.5,2387
FA2302250108,WE,0,1.0,2388
FA2302250109,WE,0,1.5,2389
FA2303090017,G,0,5.0,2390
FA2303090079,ES,0,1.5,2391
FA2303090084,ES,0,1.5,2392
FA2303090085,ES,0,1.5,2393
FA2303090086,ES,0,2.0,2394
FA2303090087,ES,0,1.5,2395
FA2303090088,CNC,0,1.5,2396
FA2303090089,WE,0,1.0,2397
FA2303100015,EM,0,1.0,2398
FA2303100071,EP,0,0.5,2399
FA2303100072,EP,0,0.8,2400
FA2303100076,ES,0,3.0,2401
FA2303100077,CNC,0,3.0,2402
FA2303100110,WE,0,4.0,2403
FA2303100112,ES,0,3.0,2404
FA2303100113,ES,0,3.0,2405
FA2303100114,WE,0,2.0,2406
FA2303100117,ES,0,2.5,2407
FA2303120009,ES,0,4.0,2408
FA2303120013,ES,0,1.8,2409
FA2303120070,H,0,72.0,2410
FA2303130478,ES,0,1.3,2411
FA2302190090,GP,0,4.0,2412
FA2302200380,G,0,4.0,2413
FA2302200464,G,0,4.0,2414
FA2302250106,ES,0,2.0,2415
FA2302250107,ES,0,2.5,2416
FA2302250108,ES,0,3.0,2417
FA2302250109,ES,0,3.0,2418
FA2303090017,M,0,4.0,2419
FA2303090088,ES,0,1.5,2420
FA2303090089,ES,0,1.5,2421
FA2303100071,WE,0,4.0,2422
FA2303100072,WE,0,4.0,2423
FA2303100077,ES,0,6.0,2424
FA2303100110,ES,0,8.0,2425
FA2303100114,ES,0,5.0,2426
FA2303110016,M,0,1.0,2427
FA2303120004,ES,0,2.5,2428
FA2303120009,EM,0,1.5,2429
FA2303120070,G,0,2.0,2430
FA2301200064,M,0,1.5,2431
FA2301200065,M,0,1.0,2432
FA2302190090,G,0,10.0,2433
FA2302200380,WE,0,3.0,2434
FA2302200464,WE,0,3.0,2435
FA2302280157,GP,0,6.0,2436
FA2303060087,GP,0,2.5,2437
FA2303100029,ES,0,1.8,2438
FA2303100071,ES,0,3.0,2439
FA2303100072,ES,0,6.0,2440
FA2303120070,EP,0,0.5,2441
FA2301200059,ES,0,3.0,2442
FA2301200064,EP,0,1.5,2443
FA2301200065,CNC,0,4.5,2444
FA2301200066,EP,0,1.2,2445
FA2302200380,CNC,0,6.0,2446
FA2302200464,CNC,0,6.0,2447
FA2302280157,G,0,4.0,2448
FA2303060087,CNC,0,3.0,2449
FA2303100071,M,0,0.8,2450
FA2303100072,M,0,0.8,2451
FA2303120060,M,0,0.5,2452
FA2303120070,WE,0,5.0,2453
FA2303130026,WE,0,1.0,2454
FA2303130027,CNC,0,1.5,2455
FA2301200065,EP,0,1.0,2456
FA2302120012,EP,0,2.0,2457
FA2302200380,ES,0,2.5,2458
FA2302200464,ES,0,2.5,2459
FA2302280157,CNC,0,40.0,2460
FA2303060087,WE,0,6.0,2461
FA2303120070,M,0,0.5,2462
FA2302120012,WE,0,30.0,2463
FA2302200380,M,0,1.0,2464
FA2302200464,M,0,1.0,2465
FA2302280157,EP,0,3.0,2466
FA2302120011,G,0,5.0,2467
FA2302120012,G,0,5.0,2468
FA2302280157,WE,0,26.0,2469
FA2302120011,ES,0,60.0,2470
FA2302120012,ES,0,60.0,2471
FA2302280157,ES,0,70.0,2472
FA2302120011,M,0,2.0,2473
FA2302120012,M,0,2.0,2474
FA2303130491,G,0,1.5,2475
FA2303100042,CNC,0,2.0,2476
FA2303100044,G,0,0.8,2477
FA2303100045,G,0,0.8,2478
FA2303100046,G,0,0.7,2479
FA2303100047,G,0,0.7,2480
FA2303100048,G,0,0.7,2481
FA2303100049,G,0,1.2,2482
FA2303100053,G,0,0.7,2483
FA2303100055,G,0,0.7,2484
FA2303100056,G,0,3.0,2485
FA2303100057,G,0,0.8,2486
FA2303100058,ES,0,1.5,2487
FA2303130381,G,0,3.0,2488
FA2303130459,ES,0,2.5,2489
FA2303130460,ES,0,2.5,2490
FA2303130468,ES,0,5.0,2491
FA2303130469,ES,0,3.0,2492
FA2303130495,WE,0,8.0,2493
FA2302120004,H,0,72.0,2494
FA2302190040,H,0,72.0,2495
FA2302190042,CNC,0,2.5,2496
FA2302190043,H,0,72.0,2497
FA2302190044,H,0,72.0,2498
FA2302190046,H,0,72.0,2499
FA2302190047,H,0,72.0,2500
FA2302190050,H,0,72.0,2501
FA2302190051,H,0,72.0,2502
FA2302190052,H,0,72.0,2503
FA2302190057,CNC,0,3.0,2504
FA2302190058,H,0,72.0,2505
FA2302190060,G,0,1.5,2506
FA2302190061,G,0,1.5,2507
FA2302190062,G,0,1.5,2508
FA2302190063,H,0,72.0,2509
FA2302190066,H,0,72.0,2510
FA2302190075,H,0,72.0,2511
FA2302190077,H,0,72.0,2512
FA2302190078,H,0,72.0,2513
FA2302190081,H,0,72.0,2514
FA2302190082,H,0,72.0,2515
FA2302190089,H,0,72.0,2516
FA2302190092,H,0,72.0,2517
FA2302190093,H,0,72.0,2518
FA2302220102,H,0,72.0,2519
FA2302220104,H,0,72.0,2520
FA2302220105,H,0,72.0,2521
FA2302220108,H,0,72.0,2522
FA2302220109,H,0,72.0,2523
FA2302220110,CNC,0,2.5,2524
FA2302220111,H,0,72.0,2525
FA2302220125,H,0,72.0,2526
FA2302220126,H,0,72.0,2527
FA2302220127,H,0,72.0,2528
FA2302220142,H,0,72.0,2529
FA2302220147,H,0,72.0,2530
FA2302220148,H,0,72.0,2531
FA2302220154,H,0,72.0,2532
FA2302220159,H,0,72.0,2533
FA2302220160,H,0,72.0,2534
FA2303010175,BD,0,8.0,2535
FA2303010178,BD,0,6.0,2536
FA2303010179,BD,0,4.0,2537
FA2303100042,ES,0,4.0,2538
FA2303100044,ES,0,1.5,2539
FA2303100045,ES,0,1.5,2540
FA2303130495,M,0,2.0,2541
FA2302120004,G,0,3.0,2542
FA2302190040,G,0,2.4,2543
FA2302190042,H,0,72.0,2544
FA2302190043,GP,0,1.0,2545
FA2302190044,GP,0,1.0,2546
FA2302190046,GP,0,1.0,2547
FA2302190047,GP,0,1.0,2548
FA2302190050,GP,0,1.3,2549
FA2302190051,GP,0,1.3,2550
FA2302190052,GP,0,1.3,2551
FA2302190057,H,0,72.0,2552
FA2302190058,GP,0,1.5,2553
FA2302190060,M,0,0.5,2554
FA2302190061,M,0,0.5,2555
FA2302190062,M,0,0.5,2556
FA2302190063,GP,0,1.5,2557
FA2302190066,G,0,1.5,2558
FA2302190067,G,0,1.3,2559
FA2302190068,G,0,1.3,2560
FA2302190075,G,0,1.5,2561
FA2302190076,G,0,1.5,2562
FA2302190077,G,0,1.5,2563
FA2302190078,G,0,1.5,2564
FA2302190080,G,0,1.5,2565
FA2302190081,G,0,1.5,2566
FA2302190082,G,0,1.5,2567
FA2302190089,GP,0,2.0,2568
FA2302190091,GP,0,8.0,2569
FA2302190092,G,0,6.0,2570
FA2302190093,G,0,4.0,2571
FA2302190099,GP,0,3.5,2572
FA2302190100,GP,0,3.5,2573
FA2302200067,CNC,0,4.0,2574
FA2302200068,CNC,0,4.0,2575
FA2302220102,GP,0,1.5,2576
FA2302220104,GP,0,1.5,2577
FA2302220105,GP,0,1.5,2578
FA2302220108,GP,0,1.5,2579
FA2302220109,GP,0,3.5,2580
FA2302220110,H,0,72.0,2581
FA2302220111,GP,0,3.5,2582
FA2302220125,GP,0,1.5,2583
FA2302220126,GP,0,1.5,2584
FA2302220127,GP,0,1.5,2585
FA2302220142,GP,0,2.5,2586
FA2302220147,GP,0,2.5,2587
FA2302220148,GP,0,2.5,2588
FA2302220154,GP,0,1.5,2589
FA2302220157,H,0,72.0,2590
FA2302220159,G,0,5.0,2591
FA2302220160,G,0,5.0,2592
FA2302120004,M,0,0.3,2593
FA2302190039,CNC,0,14.0,2594
FA2302190040,WE,0,3.0,2595
FA2302190042,GP,0,1.5,2596
FA2302190043,G,0,0.5,2597
FA2302190044,G,0,0.5,2598
FA2302190046,G,0,0.5,2599
FA2302190047,G,0,0.5,2600
FA2302190050,M,0,0.5,2601
FA2302190051,M,0,0.5,2602
FA2302190052,M,0,0.5,2603
FA2302190057,GP,0,3.0,2604
FA2302190058,M,0,0.5,2605
FA2302190060,H,0,72.0,2606
FA2302190061,H,0,72.0,2607
FA2302190062,H,0,72.0,2608
FA2302190063,M,0,0.7,2609
FA2302190066,WE,0,1.8,2610
FA2302190067,WE,0,1.8,2611
FA2302190068,WE,0,2.8,2612
FA2302190075,WE,0,2.5,2613
FA2302190076,WE,0,1.8,2614
FA2302190077,WE,0,2.2,2615
FA2302190078,WE,0,1.8,2616
FA2302190080,WE,0,1.8,2617
FA2302190081,WE,0,1.8,2618
FA2302190082,WE,0,1.8,2619
FA2302190089,G,0,5.0,2620
FA2302190099,G,0,1.0,2621
FA2302190100,G,0,1.0,2622
FA2302200034,CNC,0,2.0,2623
FA2302200035,CNC,0,2.0,2624
FA2302200036,CNC,0,2.0,2625
FA2302200037,CNC,0,2.0,2626
FA2302200067,EP,0,1.0,2627
FA2302200068,EP,0,0.3,2628
FA2302200069,CNC,0,2.0,2629
FA2302220102,M,0,0.3,2630
FA2302220104,M,0,0.3,2631
FA2302220105,M,0,0.5,2632
FA2302220108,M,0,0.3,2633
FA2302220109,G,0,5.0,2634
FA2302220110,GP,0,2.5,2635
FA2302220111,G,0,5.0,2636
FA2302220125,WE,0,3.0,2637
FA2302220126,WE,0,2.5,2638
FA2302220127,WE,0,3.0,2639
FA2302220142,WE,0,8.0,2640
FA2302220147,G,0,3.0,2641
FA2302220148,G,0,3.0,2642
FA2302220154,M,0,0.3,2643
FA2302220157,GP,0,3.0,2644
FA2302220159,M,0,0.5,2645
FA2302220160,WE,0,2.5,2646
FA2303080207,M,0,1.0,2647
FA2303080208,M,0,1.0,2648
FA2303080209,EP,0,0.4,2649
FA2303080210,EP,0,0.5,2650
FA2303080211,M,0,0.7,2651
FA2303110029,ES,0,2.0,2652
FA2302190039,GP,0,6.0,2653
FA2302190042,G,0,2.0,2654
FA2302190043,M,0,0.5,2655
FA2302190044,M,0,0.5,2656
FA2302190046,M,0,0.5,2657
FA2302190047,M,0,0.5,2658
FA2302190057,WE,0,5.0,2659
FA2302190060,GP,0,1.0,2660
FA2302190061,GP,0,1.0,2661
FA2302190062,GP,0,1.0,2662
FA2302190075,M,0,0.5,2663
FA2302190080,M,0,0.5,2664
FA2302190081,M,0,0.5,2665
FA2302190082,M,0,0.5,2666
FA2302200034,EP,0,0.5,2667
FA2302200035,EP,0,0.5,2668
FA2302200036,EP,0,0.5,2669
FA2302200037,EP,0,0.5,2670
FA2302200062,EP,0,1.0,2671
FA2302200064,EP,0,1.0,2672
FA2302200066,EP,0,1.0,2673
FA2302200067,WE,0,6.0,2674
FA2302200068,WE,0,1.5,2675
FA2302200069,EP,0,0.5,2676
FA2302220109,WE,0,6.0,2677
FA2302220110,G,0,3.0,2678
FA2302220111,WE,0,8.0,2679
FA2302220157,G,0,3.5,2680
FA2302220160,M,0,0.5,2681
FA2303080207,CNC,0,2.5,2682
FA2303080208,CNC,0,2.5,2683
FA2303080209,WE,0,1.0,2684
FA2303080210,WE,0,2.0,2685
FA2303080211,ES,0,4.0,2686
FA2302190039,CNC,0,32.0,2687
FA2302190042,CNC,0,3.0,2688
FA2302190060,M,0,0.5,2689
FA2302190061,M,0,0.5,2690
FA2302190062,M,0,0.5,2691
FA2302200034,WE,0,2.5,2692
FA2302200035,WE,0,2.5,2693
FA2302200036,WE,0,2.5,2694
FA2302200037,WE,0,2.5,2695
FA2302200062,WE,0,6.0,2696
FA2302200063,WE,0,6.0,2697
FA2302200064,WE,0,4.0,2698
FA2302200065,WE,0,6.0,2699
FA2302200066,WE,0,6.0,2700
FA2302200069,WE,0,2.5,2701
FA2302220110,CNC,0,3.0,2702
FA2302220157,CNC,0,3.5,2703
FA2303080207,ES,0,2.0,2704
FA2303080208,ES,0,2.0,2705
FA2303080209,M,0,0.8,2706
FA2303080210,M,0,0.8,2707
FA2302190039,WE,0,9.0,2708
FA2302190042,M,0,0.5,2709
FA2302200034,G,0,0.5,2710
FA2302200036,G,0,0.5,2711
FA2302200037,G,0,0.5,2712
FA2302200062,G,0,1.0,2713
FA2302200063,ES,0,4.0,2714
FA2302200064,ES,0,3.0,2715
FA2302200065,G,0,1.0,2716
FA2302200066,G,0,1.0,2717
FA2302160753,M,0,2.0,2718
FA2302170188,M,0,2.0,2719
FA2302190039,M,0,7.0,2720
FA2302200062,ES,0,3.0,2721
FA2302200065,ES,0,4.0,2722
FA2302200066,ES,0,3.0,2723
FA2303140004,CNC,0,5.0,2724
FA2303020345,ES,0,3.0,2725
FA2303020346,G,0,0.6,2726
FA2303020347,ES,0,3.0,2727
FA2303020348,CNC,0,1.5,2728
FA2303020349,CNC,0,1.5,2729
FA2303020350,ES,0,2.0,2730
FA2303020351,ES,0,2.0,2731
FA2303020354,CNC,0,1.5,2732
FA2303020356,CNC,0,2.5,2733
FA2303110074,G,0,1.2,2734
FA2303110075,G,0,1.2,2735
FA2303110076,G,0,1.2,2736
FA2303110077,G,0,1.2,2737
FA2303110078,G,0,1.2,2738
FA2303110079,G,0,1.2,2739
FA2303110080,G,0,1.2,2740
FA2303110081,G,0,1.2,2741
FA2303110082,G,0,1.2,2742
FA2303110083,G,0,1.2,2743
FA2303120071,EP,0,0.5,2744
FA2303140004,M,0,1.5,2745
FA2302010010,MC,0,18.0,2746
FA2303020346,ES,0,2.5,2747
FA2303020348,ES,0,2.0,2748
FA2303020349,ES,0,2.0,2749
FA2303020354,ES,0,2.0,2750
FA2303020356,EP,0,0.5,2751
FA2303020357,CNC,0,1.5,2752
FA2303020358,CNC,0,2.0,2753
FA2303020363,ES,0,1.5,2754
FA2303050083,H,0,72.0,2755
FA2303050086,H,0,72.0,2756
FA2303100103,H,0,72.0,2757
FA2303110074,ES,0,2.0,2758
FA2303110075,ES,0,3.0,2759
FA2303110076,ES,0,3.0,2760
FA2303110077,ES,0,3.0,2761
FA2303110078,ES,0,3.0,2762
FA2303110079,ES,0,2.0,2763
FA2303110080,ES,0,2.0,2764
FA2303110081,ES,0,3.0,2765
FA2303110082,ES,0,3.0,2766
FA2303110083,ES,0,3.0,2767
FA2303120071,WE,0,6.0,2768
FA2303140004,ES,0,20.0,2769
FA2302010010,BD,0,4.0,2770
FA2303020356,WE,0,2.0,2771
FA2303020357,EP,0,0.3,2772
FA2303020358,EP,0,0.5,2773
FA2303050083,G,0,3.5,2774
FA2303050086,G,0,3.5,2775
FA2303100103,GP,0,1.5,2776
FA2303120071,G,0,6.0,2777
FA2302010010,GP,0,14.0,2778
FA2302120013,CNC,0,10.0,2779
FA2302120014,CNC,0,10.0,2780
FA2302220165,EP,0,0.5,2781
FA2303020356,ES,0,3.0,2782
FA2303020357,WE,0,1.5,2783
FA2303020358,WE,0,2.0,2784
FA2303050083,CNC,0,8.0,2785
FA2303050086,CNC,0,8.0,2786
FA2303100103,WE,0,1.5,2787
FA2303120071,ES,0,24.0,2788
FA2302010010,MC,0,24.0,2789
FA2302120013,EP,0,1.5,2790
FA2302120014,EP,0,1.5,2791
FA2302220165,WE,0,25.0,2792
FA2302220308,CNC,0,9.0,2793
FA2302280111,H,0,72.0,2794
FA2302280113,H,0,72.0,2795
FA2303020357,ES,0,3.0,2796
FA2303020358,ES,0,3.0,2797
FA2303050083,ES,0,24.0,2798
FA2303050086,ES,0,24.0,2799
FA2303120071,M,0,1.5,2800
FA2302120013,WE,0,7.0,2801
FA2302120014,WE,0,7.0,2802
FA2302220165,CNC,0,12.0,2803
FA2302220278,EP,0,2.0,2804
FA2302220308,EP,0,1.8,2805
FA2302280111,GP,0,6.0,2806
FA2302280113,GP,0,6.0,2807
FA2303050083,WE,0,14.0,2808
FA2303050086,WE,0,14.0,2809
FA2303120071,G,0,0.5,2810
FA2302120013,ES,0,34.0,2811
FA2302120014,ES,0,34.0,2812
FA2302220165,ES,0,15.0,2813
FA2302220278,WE,0,9.0,2814
FA2302220308,WE,0,9.0,2815
FA2302280111,WE,0,45.0,2816
FA2302280113,WE,0,45.0,2817
FA2303050083,G,0,6.0,2818
FA2303050086,G,0,6.0,2819
FA2302120013,M,0,1.0,2820
FA2302120014,M,0,1.0,2821
FA2302220165,M,0,0.5,2822
FA2302220278,P,0,1.0,2823
FA2302220308,ES,0,38.0,2824
FA2302280111,CNC,0,10.0,2825
FA2302280113,CNC,0,10.0,2826
FA2302220278,ES,0,32.0,2827
FA2302220308,M,0,0.8,2828
FA2302220278,M,0,1.5,2829
FA2303140002,MC,0,7.5,2830
FA2303140003,WE,0,2.0,2831
FA2303110092,M,0,2.0,2832
FA2303120027,ES,0,2.0,2833
FA2303120028,G,0,1.5,2834
FA2303120029,G,0,0.8,2835
FA2303120034,G,0,2.5,2836
FA2303120074,M,0,7.0,2837
FA2303120075,M,0,7.0,2838
FA2303130411,ES,0,3.0,2839
FA2303130428,M,0,3.0,2840
FA2303130479,ES,0,2.5,2841
FA2303130480,ES,0,2.5,2842
FA2303130481,G,0,4.0,2843
FA2303130482,G,0,6.0,2844
FA2303140002,BD,0,1.4,2845
FA2302190035,G,0,3.0,2846
FA2302190038,CNC,0,6.0,2847
FA2303050087,H,0,24.0,2848
FA2303050088,H,0,24.0,2849
FA2303110092,G,0,2.0,2850
FA2303110093,G,0,1.5,2851
FA2303120022,ES,0,3.0,2852
FA2303120074,H,0,72.0,2853
FA2303120075,H,0,72.0,2854
FA2303130405,H,0,72.0,2855
FA2303130423,CNC,0,1.5,2856
FA2303130424,CNC,0,1.5,2857
FA2303130425,CNC,0,1.5,2858
FA2303130428,H,0,72.0,2859
FA2302190035,EP,0,1.0,2860
FA2302190038,GP,0,4.0,2861
FA2302200131,CNC,0,4.0,2862
FA2302200132,CNC,0,4.0,2863
FA2303050087,GP,0,4.0,2864
FA2303050088,GP,0,4.0,2865
FA2303110092,CNC,0,4.0,2866
FA2303120002,M,0,3.5,2867
FA2303120022,EM,0,1.5,2868
FA2303120023,ES,0,3.5,2869
FA2303120074,GP,0,4.0,2870
FA2303120075,GP,0,4.0,2871
FA2303130405,GP,0,4.0,2872
FA2303130406,CNC,0,4.0,2873
FA2303130423,WE,0,1.2,2874
FA2303130424,WE,0,1.2,2875
FA2303130425,WE,0,1.2,2876
FA2303130428,GP,0,4.0,2877
FA2302180342,CNC,0,2.0,2878
FA2302180343,CNC,0,2.0,2879
FA2302180344,CNC,0,2.0,2880
FA2302190035,WE,0,12.0,2881
FA2302190038,CNC,0,11.0,2882
FA2302190201,CNC,0,10.0,2883
FA2302190202,CNC,0,10.0,2884
FA2302200102,CNC,0,2.0,2885
FA2302200118,CNC,0,2.0,2886
FA2302200119,CNC,0,2.0,2887
FA2302200120,CNC,0,2.0,2888
FA2302200131,EP,0,1.0,2889
FA2302200132,EP,0,0.3,2890
FA2302200133,CNC,0,2.0,2891
FA2302220099,CNC,0,6.0,2892
FA2303050087,G,0,5.0,2893
FA2303050088,G,0,5.0,2894
FA2303120074,G,0,8.0,2895
FA2303120075,G,0,8.0,2896
FA2303130405,CNC,0,4.0,2897
FA2303130406,EP,0,1.0,2898
FA2303130428,CNC,0,4.0,2899
FA2302180284,G,0,1.0,2900
FA2302180285,G,0,1.0,2901
FA2302180342,EP,0,0.8,2902
FA2302180343,EP,0,0.8,2903
FA2302180344,EP,0,0.8,2904
FA2302190035,CNC,0,6.0,2905
FA2302190038,WE,0,10.0,2906
FA2302190201,M,0,1.5,2907
FA2302190202,M,0,1.5,2908
FA2302200102,EP,0,0.5,2909
FA2302200117,EP,0,1.0,2910
FA2302200118,EP,0,0.5,2911
FA2302200119,EP,0,0.5,2912
FA2302200120,EP,0,0.5,2913
FA2302200130,EP,0,1.0,2914
FA2302200131,WE,0,6.0,2915
FA2302200132,WE,0,1.5,2916
FA2302200133,EP,0,0.5,2917
FA2302220099,GP,0,4.0,2918
FA2303050087,CNC,0,8.0,2919
FA2303050088,CNC,0,8.0,2920
FA2303120074,CNC,0,16.0,2921
FA2303120075,CNC,0,16.0,2922
FA2303130405,EP,0,1.0,2923
FA2303130406,WE,0,8.0,2924
FA2303130428,EP,0,1.0,2925
FA2302180284,ES,0,3.5,2926
FA2302180285,ES,0,3.5,2927
FA2302180342,WE,0,3.0,2928
FA2302180343,WE,0,3.0,2929
FA2302180344,WE,0,3.0,2930
FA2302190035,ES,0,26.0,2931
FA2302190038,M,0,4.0,2932
FA2302190201,GP,0,4.0,2933
FA2302190202,GP,0,4.0,2934
FA2302200102,WE,0,2.5,2935
FA2302200116,WE,0,6.0,2936
FA2302200117,WE,0,4.0,2937
FA2302200118,WE,0,2.5,2938
FA2302200119,WE,0,2.5,2939
FA2302200120,WE,0,2.5,2940
FA2302200129,WE,0,6.0,2941
FA2302200130,WE,0,6.0,2942
FA2302200133,WE,0,2.5,2943
FA2302220099,CNC,0,10.0,2944
FA2302220325,CNC,0,18.0,2945
FA2303050087,ES,0,40.0,2946
FA2303050088,ES,0,40.0,2947
FA2303120074,WE,0,8.0,2948
FA2303120075,WE,0,8.0,2949
FA2303130405,WE,0,8.0,2950
FA2303130428,WE,0,8.0,2951
FA2302180342,G,0,1.0,2952
FA2302180343,G,0,1.0,2953
FA2302180344,G,0,1.0,2954
FA2302190201,CNC,0,30.0,2955
FA2302190202,CNC,0,30.0,2956
FA2302200102,G,0,0.5,2957
FA2302200116,ES,0,4.0,2958
FA2302200117,ES,0,3.0,2959
FA2302200118,G,0,0.5,2960
FA2302200120,G,0,0.5,2961
FA2302200129,G,0,1.0,2962
FA2302200130,G,0,1.0,2963
FA2302220099,M,0,3.5,2964
FA2302220325,ES,0,20.0,2965
FA2303050087,EP,0,1.0,2966
FA2303050088,EP,0,1.0,2967
FA2303120074,ES,0,30.0,2968
FA2303120075,ES,0,30.0,2969
FA2302190201,EP,0,0.5,2970
FA2302190202,EP,0,0.5,2971
FA2302200129,ES,0,4.0,2972
FA2302200130,ES,0,3.0,2973
FA2302220099,WE,0,8.0,2974
FA2302220325,M,0,0.8,2975
FA2302280243,GD,0,3.0,2976
FA2303050087,WE,0,35.0,2977
FA2303050088,WE,0,35.0,2978
FA2303120074,M,0,1.0,2979
FA2303120075,M,0,1.0,2980
FA2302190201,WE,0,10.0,2981
FA2302190202,WE,0,10.0,2982
FA2302220325,G,0,0.8,2983
FA2302280243,GP,0,4.0,2984
FA2303050087,M,0,2.0,2985
FA2303050088,M,0,2.0,2986
FA2303120074,G,0,0.8,2987
FA2303120075,G,0,0.8,2988
FA2302190201,ES,0,68.0,2989
FA2302190202,ES,0,68.0,2990
FA2302280243,EP,0,4.5,2991
FA2302190201,M,0,0.5,2992
FA2302190202,M,0,0.5,2993
FA2302280243,WE,0,62.0,2994
FA2302280243,CNC,0,30.0,2995
FA2302280243,ES,0,86.0,2996
FA2302190127,CNC,0,7.0,2997
FA2302080335,G,0,1.5,2998
FA2302190127,H,0,72.0,2999
FA2302220301,G,0,2.5,3000
FA2302080333,M,0,1.5,3001
FA2302080335,M,0,1.2,3002
FA2302120122,M,0,1.2,3003
FA2302190117,CNC,0,3.0,3004
FA2302190118,CNC,0,3.0,3005
FA2302190127,GP,0,4.0,3006
FA2302220097,GP,0,4.0,3007
FA2302220117,G,0,2.0,3008
FA2302220118,G,0,2.0,3009
FA2302220119,G,0,4.0,3010
FA2302220296,WE,0,8.0,3011
FA2302220301,M,0,0.8,3012
FA2302120122,CNC,0,10.0,3013
FA2302190117,GP,0,3.0,3014
FA2302190118,GP,0,3.0,3015
FA2302190127,G,0,6.0,3016
FA2302200456,EP,0,0.5,3017
FA2302220097,CNC,0,13.0,3018
FA2302220117,EP,0,0.5,3019
FA2302220118,EP,0,0.5,3020
FA2302220119,EP,0,0.5,3021
FA2302220296,ES,0,10.0,3022
FA2302220301,ES,0,16.0,3023
FA2302220304,EP,0,1.0,3024
FA2302220323,GP,0,8.0,3025
FA2302220324,GP,0,8.0,3026
FA2302220378,GP,0,8.0,3027
FA2302120122,ES,0,6.0,3028
FA2302190117,WE,0,8.0,3029
FA2302190118,WE,0,8.0,3030
FA2302190127,CNC,0,10.0,3031
